Detailed Sales Report - Product and Services ALL,,,,,,,,,,,,,,,,,
"Norris Utilities, LLC",,,,,,,,,,,,,,,,,
All Dates,,,,,,,,,,,,,,,,,

,Transaction date,Transaction type,Num,SKU,Customer,Customer full name,Memo/Description,Quantity,Sales price,Amount,Balance,Full name,Product/Service full name,Payment method,Tracking #,Service date,Ship date
Credit Card Processing,,,,,,,,,,,,,,,,,
Credit Card Processing Fee,,,,,,,,,,,,,,,,,
,02/03/2025,Invoice,1286,NU-BC-2834,ULCS - Birmingham,ULCS - Birmingham,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",3.00,185.00,555.00,"29,732.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z4309870390639255,01/27/2025,01/31/2025
,02/03/2025,Invoice,1287,NU-BC-2834,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",8.00,185.00,"1,480.00","31,212.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000388166483,01/22/2025,02/04/2025
,02/14/2025,Invoice,1294,NU-BC-2834,ULCS - Birmingham,ULCS - Birmingham,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",3.00,185.00,555.00,"31,767.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,,02/13/2025,02/18/2025
,02/14/2025,Invoice,1295,NU-BC-2834,NAPA - Mississippi Power Parts,Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",5.00,200.00,"1,000.00","32,767.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",Credit Card,,02/12/2025,02/12/2025
,02/26/2025,Invoice,1302,NU-BC-2834,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,185.00,185.00,"32,952.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,,02/26/2025,02/26/2025
,02/26/2025,Invoice,1303,NU-BC-2834,AEP - Joshua A. Lee,AEP - Joshua A. Lee,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",6.00,195.00,"1,170.00","34,122.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",Credit Card,1Z2W49000389784689,02/26/2025,02/26/2025
,03/06/2025,Invoice,1309,NU-BC-2834,Pearl River Valley - Raymond May,Pearl River Valley - Raymond May,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",3.00,195.00,585.00,"34,707.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000357089357,03/06/2025,03/06/2025
,03/06/2025,Invoice,1310,NU-BC-2834,AEP - Mr. Sammy Myers,AEP - Mr. Sammy Myers,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",2.00,205.00,410.00,"35,117.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",Credit Card,1Z2W49000357092254,03/06/2025,03/06/2025
,03/12/2025,Invoice,1314,NU-BC-2834,AEP - Mr. Sammy Myers,AEP - Mr. Sammy Myers,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",2.00,205.00,410.00,"35,527.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000357396757,03/12/2025,03/12/2025
,03/14/2025,Invoice,1318,NU-BC-2834,Dominion Energy - Coy Crosby,Dominion Energy - Coy Crosby,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",6.00,205.00,"1,230.00","36,757.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000390732982,03/14/2025,03/14/2025
,04/01/2025,Invoice,1334,NU-BC-2834,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,195.00,195.00,"36,952.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000391315887,04/01/2025,04/01/2025
,04/18/2025,Invoice,1340,NU-BC-2834,AEP / SWEPCO Fayettville - Brandon,AEP/SWEPCO - Shreveport:AEP / SWEPCO Fayettville - Brandon,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,195.00,195.00,"37,147.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000359745750,04/16/2025,04/18/2025
,04/25/2025,Invoice,1345,NU-BC-2834,Alabama Power,Alabama Power,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,200.00,200.00,"37,347.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,,04/25/2025,04/25/2025
,04/25/2025,Invoice,1346,NU-BC-2834,TUF Solutions,TUF Solutions,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",4.00,185.00,740.00,"38,087.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000361111653,04/25/2025,04/26/2025
,05/06/2025,Invoice,1348,NU-BC-2834,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,195.00,195.00,"38,282.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",Credit Card,1Z2W49000394308684,05/01/2025,05/06/2025
,05/30/2025,Invoice,1356,NU-BC-2834,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",5.00,195.00,975.00,"39,257.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000396240083,05/29/2025,05/30/2025
,05/30/2025,Invoice,1357,NU-BC-2834,AEP / SWEPCO Fayettville - Brandon,AEP/SWEPCO - Shreveport:AEP / SWEPCO Fayettville - Brandon,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,195.00,195.00,"39,452.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000362912554,05/27/2025,05/30/2025
,05/30/2025,Invoice,1359,NU-BC-2834,AEP - Mr. Sammy Myers,AEP - Mr. Sammy Myers,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",3.00,195.00,585.00,"40,037.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",Credit Card,1Z2W49000362909657,,05/30/2025
,06/06/2025,Invoice,1361,NU-BC-2834,Dominion Energy - Caleb Shell,Dominion Energy - Caleb Shell,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",2.00,205.00,410.00,"40,447.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",Credit Card,1Z2W49000396788180,06/06/2025,06/06/2025
,06/09/2025,Invoice,1362,NU-BC-2834,Wiregrass Electric Coop - Jason Thrash,Wiregrass Electric Coop - Jason Thrash,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,205.00,205.00,"40,652.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000363982656,,06/09/2025
,06/16/2025,Invoice,1363,NU-BC-2834,Dominion Energy - Caleb Shell,Dominion Energy - Caleb Shell,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",10.00,205.00,"2,050.00","42,702.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",Credit Card,1Z2W49000364301657,06/16/2025,06/16/2025
,06/19/2025,Invoice,1369,NU-BC-2834,Stone and Sons Electrical Contractor,Stone and Sons Electrical Contractor,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",5.00,195.00,975.00,"43,677.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,,06/19/2025,06/25/2025
,07/11/2025,Invoice,1374,NU-BC-2834,Dominion Energy - Coy Crosby,Dominion Energy - Coy Crosby,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",6.00,215.00,"1,290.00","44,967.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000398980584,07/07/2025,07/11/2025
,07/25/2025,Invoice,1380,NU-BC-2834,Riviera Utilities - Chris Glenn,Riviera Utilities:Riviera Utilities - Chris Glenn,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",4.00,215.00,860.00,"45,827.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000376490350,07/25/2025,07/28/2025
,07/28/2025,Invoice,1382,NU-BC-2834,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,215.00,215.00,"46,042.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",Credit Card,1Z2W49000309829496,07/25/2025,07/28/2025
,08/01/2025,Invoice,1384,NU-BC-2834,"Aerial Hydraulics, Inc.","Aerial Hydraulics, Inc.","FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,165.00,165.00,"46,207.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",Check,1Z2W49000376820958,08/01/2025,08/01/2025
,08/08/2025,Invoice,1387,NU-BC-2834,Dominion Energy - Coy Crosby,Dominion Energy - Coy Crosby,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",6.00,215.00,"1,290.00","47,497.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,,08/07/2025,08/08/2025
,08/18/2025,Invoice,1391,NU-BC-2834,Nipsco - Matt Looney,Nipsco - Matt Looney,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,225.00,225.00,"47,722.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,,,
,08/22/2025,Invoice,1397,NU-BC-2834,Dominion Energy - Coy Crosby,Dominion Energy - Coy Crosby,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",12.00,220.00,"2,640.00","50,362.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000311151892,08/06/2025,08/25/2025
,08/25/2025,Invoice,1401,NU-BC-2834,ULCS - Birmingham,ULCS - Birmingham,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",5.00,205.00,"1,025.00","51,387.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,,08/22/2025,08/26/2025
,08/25/2025,Invoice,1402,NU-BC-2834,Dominion Energy - Richmond Garage,Dominion Energy - Richmond Garage,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",3.00,225.00,675.00,"52,062.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",Credit Card,1Z2W49000311143196,08/25/2025,08/26/2025
,08/28/2025,Invoice,1407,NU-BC-2834,Pearl River Valley - Raymond May,Pearl River Valley - Raymond May,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",6.00,210.00,"1,260.00","53,322.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000377847553,08/27/2025,08/28/2025
,08/29/2025,Invoice,1410,NU-BC-2834,ULCS - Birmingham - Brantley,ULCS - Birmingham:ULCS - Birmingham - Brantley,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",2.00,215.00,430.00,"53,752.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",Credit Card,1Z43098703933889 04,08/29/2025,08/29/2025
,09/04/2025,Invoice,1411,NU-BC-2834,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,215.00,215.00,"53,967.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z43098703938702 94,08/29/2025,09/02/2025
,09/10/2025,Invoice,1415,NU-BC-2834,Norris Utilities - MK Smith,Norris Utilities - MK Smith,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,205.00,205.00,"54,172.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,,09/02/2025,09/02/2025
,09/11/2025,Invoice,1416,NU-BC-2834,"AEP - Oklahoma, Chris Bruns","AEP/SWEPCO - Shreveport:AEP - Oklahoma, Chris Bruns","FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",6.00,220.00,"1,320.00","55,492.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",Credit Card,1Z2W49000378363752,09/11/2025,09/12/2025
,09/15/2025,Invoice,1418,NU-BC-2834,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,215.00,215.00,"55,707.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",Credit Card,1Z2W49000378650852,09/15/2025,09/15/2025
,09/16/2025,Invoice,1419,NU-BC-2834,ULCS - Birmingham - Steve Bozeman,ULCS - Birmingham:ULCS - Birmingham - Steve Bozeman,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,215.00,215.00,"55,922.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",Credit Card,1Z2W49000312013191,09/16/2025,09/16/2025
,09/23/2025,Invoice,1424,NU-BC-2834,Chain Electric,Chain Electric,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",3.00,215.00,645.00,"56,567.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",QuickBooks Payments-Credit Card,1Z2W49000378798757,09/22/2025,09/23/2025
,09/26/2025,Invoice,1427,NU-BC-2834,Electric Power Board of Chattanooga,Electric Power Board of Chattanooga,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",2.00,225.00,450.00,"57,017.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000379135158,,09/26/2025
,10/14/2025,Invoice,1434,NU-BC-2834,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,225.00,225.00,"57,242.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000380164650,10/13/2025,10/14/2025
,10/20/2025,Invoice,1437,NU-BC-2834,"LineTec Services, LLC","LineTec Services, LLC","FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,215.00,215.00,"57,457.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000314031597,10/15/2025,10/20/2025
,10/20/2025,Invoice,1438,NU-BC-2834,Dominion Energy - Thurgood C. Askew,Dominion Energy - Thurgood C. Askew,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",9.00,225.00,"2,025.00","59,482.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",Credit Card,1Z2W49000380878059,,10/21/2025
,10/22/2025,Invoice,1440,NU-BC-2834,Sheffield Utilities,Sheffield Utilities,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,275.00,275.00,"59,757.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000381632053,10/22/2025,10/23/2025
,10/23/2025,Invoice,1441,NU-BC-2834,"Aerial Hydraulics, Inc.","Aerial Hydraulics, Inc.","FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,195.00,195.00,"59,952.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",Check,1Z2W49001581162253,10/23/2025,10/23/2025
,11/04/2025,Invoice,1446,NU-BC-2834,Dominion Energy - Coy Crosby,Dominion Energy - Coy Crosby,"FlexPro Armor Guard Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",12.00,250.00,"3,000.00","62,952.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000382241054,11/04/2025,11/04/2025
,12/30/2025,Invoice,1471,NU-BC-2834,TUF Solutions,TUF Solutions,"FlexPro Armor Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",3.00,225.00,675.00,"63,627.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000322357499,,12/31/2025
,01/13/2026,Invoice,1479,NU-BC-2834,Dominion Energy - Coy Crosby,Dominion Energy - Coy Crosby,"FlexPro Armor Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",6.00,255.00,"1,530.00","65,157.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000323627696,01/08/2026,
,01/13/2026,Invoice,1480,NU-BC-2834,AEP/SWEPCO - Shreveport,AEP/SWEPCO - Shreveport,"FlexPro Armor Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",2.00,265.00,530.00,"65,687.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000390053653,,01/17/2026
,01/21/2026,Invoice,1482,NU-BC-2834,ULCS - Birmingham,ULCS - Birmingham,"FlexPro Armor Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",3.00,245.00,735.00,"66,422.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",,1Z2W49000389496857,,01/21/2026
,01/22/2026,Invoice,1483,NU-BC-2834,AEP/SWEPCO Fayetteville - Jimmy,AEP/SWEPCO - Shreveport:AEP/SWEPCO Fayetteville - Jimmy,"FlexPro Armor Bucket Cover for 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x34"". Hand Made in the USA.",1.00,235.00,235.00,"66,657.90",Sales of Product Income,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",Credit Card,1Z2W49000390674250,01/22/2026,01/23/2026
